phase,phase_title,requirement_id,domain,priority,requirement,acceptance_criteria,version
16,GIS Survey Reality Capture Drone Operations,P16-REQ-241,Existing Conditions,Must,"GrounUp shall provide governed existing conditions capability 241 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 241 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-242,Drone Operations,Must,"GrounUp shall provide governed drone operations capability 242 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 242 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-243,Photogrammetry,Must,"GrounUp shall provide governed photogrammetry capability 243 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 243 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-244,LiDAR Reality Capture,Must,"GrounUp shall provide governed lidar reality capture capability 244 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 244 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-245,Point Cloud Management,Must,"GrounUp shall provide governed point cloud management capability 245 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 245 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-246,Orthomosaic Management,Must,"GrounUp shall provide governed orthomosaic management capability 246 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 246 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-247,Surface & Terrain Models,Must,"GrounUp shall provide governed surface & terrain models capability 247 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 247 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-248,Volumes & Earthwork,Must,"GrounUp shall provide governed volumes & earthwork capability 248 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 248 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-249,Progress & Change Detection,Must,"GrounUp shall provide governed progress & change detection capability 249 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 249 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-250,Corridor & Linear Infrastructure,Must,"GrounUp shall provide governed corridor & linear infrastructure capability 250 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 250 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-251,Utility Mapping,Must,"GrounUp shall provide governed utility mapping capability 251 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 251 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-252,GIS Field Collection,Must,"GrounUp shall provide governed gis field collection capability 252 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 252 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-253,Reality Capture QA/QC,Must,"GrounUp shall provide governed reality capture qa/qc capability 253 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 253 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-254,Geofencing & Location Intelligence,Must,"GrounUp shall provide governed geofencing & location intelligence capability 254 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 254 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-255,Drone Media & Inspection,Must,"GrounUp shall provide governed drone media & inspection capability 255 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 255 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
