requirement_id,phase,module,status,verification,mapping_method,declared_by,rules,artifacts,tests,requirement
P14-REQ-214,P14,HSEQ Analytics,traced_tested,not_verified,derived,,TR-039,RPT-reporting_project_financials RPT-reporting_labor_productivity RPT-reporting_safety_summary RPT-reporting_bid_performance TBL-metric_definitions UI-reports,TST-db-semantic,"GrounUp shall provide governed hseq analytics capability 214 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-215,P14,AI HSEQ Intelligence,traced_tested,not_verified,derived,,TR-030,AI-001 TBL-ai_agents TBL-ai_findings TBL-ai_prompts TBL-ai_models,TST-fn-plan-analysis TST-web-plans,"GrounUp shall provide governed ai hseq intelligence capability 215 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-216,P14,HSEQ Digital Twin,untraced,not_verified,,,,,,"GrounUp shall provide governed hseq digital twin capability 216 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-217,P14,Safety Management,traced_tested,verified,derived,,TR-024,TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary,TST-db-safety TST-db-semantic,"GrounUp shall provide governed safety management capability 217 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-218,P14,Incident & Near-Miss Management,traced_tested,verified,derived,,TR-024,TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary,TST-db-safety TST-db-semantic,"GrounUp shall provide governed incident & near-miss management capability 218 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-219,P14,JHA/JSA & Pre-Task Planning,traced_tested,not_verified,derived,,TR-012 TR-024 TR-037,TBL-projects TBL-project_tasks TBL-project_costs UI-projects UI-project-detail TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-db-operations TST-db-safety TST-db-semantic TST-fn-subscription-state,"GrounUp shall provide governed jha/jsa & pre-task planning capability 219 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-220,P14,Permits to Work,untraced,not_verified,,,,,,"GrounUp shall provide governed permits to work capability 220 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-221,P14,Training & Competency,untraced,not_verified,,,,,,"GrounUp shall provide governed training & competency capability 221 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-222,P14,Environmental Management,untraced,not_verified,,,,,,"GrounUp shall provide governed environmental management capability 222 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-223,P14,Quality Management,traced_tested,verified,derived,,TR-025,TBL-inspections TBL-deficiencies,TST-db-safety,"GrounUp shall provide governed quality management capability 223 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-224,P14,Compliance & Regulatory,untraced,not_verified,,,,,,"GrounUp shall provide governed compliance & regulatory capability 224 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-225,P14,Industrial Hygiene,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall provide governed industrial hygiene capability 225 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-226,P14,Emergency Management,untraced,not_verified,,,,,,"GrounUp shall provide governed emergency management capability 226 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-227,P14,Subcontractor HSEQ,traced_tested,not_verified,derived,,TR-029,TBL-vendors TBL-network_vendors TBL-network_ratings UI-network,TST-db-network,"GrounUp shall provide governed subcontractor hseq capability 227 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-228,P14,Equipment & Fleet Safety,traced_tested,not_verified,derived,,TR-023 TR-024,TBL-assets TBL-meter_readings TBL-fuel_transactions TBL-maintenance_schedules TBL-work_orders UI-fleet TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary,TST-db-fleet TST-db-safety TST-db-semantic,"GrounUp shall provide governed equipment & fleet safety capability 228 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-229,P14,Public & Traffic Safety,traced_tested,not_verified,derived,,TR-024,TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary,TST-db-safety TST-db-semantic,"GrounUp shall provide governed public & traffic safety capability 229 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-230,P14,Corrective & Preventive Action,untraced,not_verified,,,,,,"GrounUp shall provide governed corrective & preventive action capability 230 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-231,P14,Audit & Assurance,traced_tested,not_verified,derived,,TR-033,TBL-audit_events,TST-db-rls TST-db-operations,"GrounUp shall provide governed audit & assurance capability 231 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-232,P14,HSEQ Analytics,traced_tested,not_verified,derived,,TR-039,RPT-reporting_project_financials RPT-reporting_labor_productivity RPT-reporting_safety_summary RPT-reporting_bid_performance TBL-metric_definitions UI-reports,TST-db-semantic,"GrounUp shall provide governed hseq analytics capability 232 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-233,P14,AI HSEQ Intelligence,traced_tested,not_verified,derived,,TR-030,AI-001 TBL-ai_agents TBL-ai_findings TBL-ai_prompts TBL-ai_models,TST-fn-plan-analysis TST-web-plans,"GrounUp shall provide governed ai hseq intelligence capability 233 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-234,P14,HSEQ Digital Twin,untraced,not_verified,,,,,,"GrounUp shall provide governed hseq digital twin capability 234 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-235,P14,Safety Management,traced_tested,verified,derived,,TR-024,TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary,TST-db-safety TST-db-semantic,"GrounUp shall provide governed safety management capability 235 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-236,P14,Incident & Near-Miss Management,traced_tested,verified,derived,,TR-024,TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary,TST-db-safety TST-db-semantic,"GrounUp shall provide governed incident & near-miss management capability 236 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-237,P14,JHA/JSA & Pre-Task Planning,traced_tested,not_verified,derived,,TR-012 TR-024 TR-037,TBL-projects TBL-project_tasks TBL-project_costs UI-projects UI-project-detail TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-db-operations TST-db-safety TST-db-semantic TST-fn-subscription-state,"GrounUp shall provide governed jha/jsa & pre-task planning capability 237 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-238,P14,Permits to Work,untraced,not_verified,,,,,,"GrounUp shall provide governed permits to work capability 238 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-239,P14,Training & Competency,untraced,not_verified,,,,,,"GrounUp shall provide governed training & competency capability 239 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-240,P14,Environmental Management,untraced,not_verified,,,,,,"GrounUp shall provide governed environmental management capability 240 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-241,P14,Quality Management,traced_tested,verified,derived,,TR-025,TBL-inspections TBL-deficiencies,TST-db-safety,"GrounUp shall provide governed quality management capability 241 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-242,P14,Compliance & Regulatory,untraced,not_verified,,,,,,"GrounUp shall provide governed compliance & regulatory capability 242 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-243,P14,Industrial Hygiene,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall provide governed industrial hygiene capability 243 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-244,P14,Emergency Management,untraced,not_verified,,,,,,"GrounUp shall provide governed emergency management capability 244 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-245,P14,Subcontractor HSEQ,traced_tested,not_verified,derived,,TR-029,TBL-vendors TBL-network_vendors TBL-network_ratings UI-network,TST-db-network,"GrounUp shall provide governed subcontractor hseq capability 245 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-246,P14,Equipment & Fleet Safety,traced_tested,not_verified,derived,,TR-023 TR-024,TBL-assets TBL-meter_readings TBL-fuel_transactions TBL-maintenance_schedules TBL-work_orders UI-fleet TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary,TST-db-fleet TST-db-safety TST-db-semantic,"GrounUp shall provide governed equipment & fleet safety capability 246 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
P14-REQ-247,P14,Public & Traffic Safety,traced_tested,not_verified,derived,,TR-024,TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary,TST-db-safety TST-db-semantic,"GrounUp shall provide governed public & traffic safety capability 247 with project/tenant scope, responsible owner, evidence, audit history, permissions and traceable acceptance criteria."
